<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;10,10,2018;18:14;114080;114110;114050;114110;1436;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:15;114100;114100;113880;113900;5049;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:16;113890;113960;113850;113960;2050;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:17;113960;114030;113930;113990;1843;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:18;113990;114030;113920;113980;1089;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:19;113970;113980;113880;113920;1133;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:20;113910;114030;113730;113740;3335;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:21;113730;113790;113560;113580;4519;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:22;113590;113610;113490;113580;2675;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:23;113580;113580;113230;113350;5397;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:24;113360;113530;113350;113490;1902;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:25;113490;113620;113460;113580;2695;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:26;113570;113700;113560;113700;1488;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:27;113690;113720;113490;113550;1729;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:28;113550;113680;113530;113670;972;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;18:29;113670;113790;113670;113740;1792;;;;;;;;;;;;;;;;;
